장소,별점,리뷰
,4,빈티지카 매니아분 같은 느낌도 있고 단점은 진동벨이 없다는거 주문하고 2층에 오르면 직원분이 몇번주문하신분이라고 외치시는게 찾아보기 힘든 레트로 감성이었습니다 기회가 된다면 도서로 콜라보를 한번해보면 좋을 공간이었습니다.
,3,가성비 너무 떨어짐
,3,5500원 조각피자 놀라워서 비쥬얼 담아봄
,3,"행사용, 이벤트용 까페 정도."
,5,겨울 느낌나는 공간의 예쁜 카페
,5,라떼가 맛있었다!
,4,널찍해서 좋다
,4,아몬드 라떼 맛있음
,5,분위기 좋고..커피맛 휼륭함
,5,위스키도 팜.
,5,요즘 트렌드의 북카페느낌의 복층 카페
,3,초당옥수수라떼...
,3,크림은 맛있는데 너무 순삭
,4,공간이 매우 넓고 쾌적했어요
,4,커피맛은 막 추천할만큼은 아니어서 아쉬웠어요.
,4,분위기랑 인테리어 참괜찬은거같앙요~~
,4,넓고 분위기 좋아요.
맥도날드 서울동묘앞점,4,맥도날드가 다비슷하지만 ~ 여기 동묘역은 뷰가 너무좋다 딱트인창에 바깥바라보면서 요기하기에 딱이네~ 오랫만에 와서 그런지 각층에 노랑테이블이.제데로 인테리어효과를 내는듯 개인적인 취향저격
,5,정말 자주가는데 음식 서비스 분위기 모두 좋습니다 패스트푸드지만 느린 곳도 많은데 동묘역점은 정말 준비도 빠르고 청결해요 직원들도 친절합니다 주문할 때 어르신들 배려해주시는 것 이나 쟁반과 플라스틱 컵 반납하는 곳 청소도 자주하고 손님이 몰릴 때는 대신 빠르게 정리해주시더군요 항상 좋습니다^^
,5,지역 특성상 어른들이 많으시네요 직원들 친절하고 아침부터 사람들이 많네요ㅎㅎ
,3,직원들은 친절하지만 맥도날드 음식 자체의 퀄리티가 너무 안좋아졌어요
,5,맥도날드는 항상 맛있는데 이 지점은 직원분들도 친절하시고 항상 갈때마다 맛있게 먹고있다.
,4,밤 11시경에 갔는데 감자튀김 상태도 좋고 버거도 굿굿
,4,근데 너무 늦게나왔다 비인기메뉴인 더블쿼터파운드치즈를 시켜서 그런듯..
,3,여기는 일하는 사람들 참 문제 많음..케첩하나 더달라고 하는게 화날일인지 지들 돈으로 주는것도 아닐텐데 대꾸도 없이 탕내려놓고..바빠서 주기 힘들면 어디비치를 해놓던가..그나마 키오스크 있어서 주문할땐 불쾌함을 피할수 있는데 받을때 또 언짢아야함..진짜 이제 기계가 나은시대..
,5,동묘역 9번출구 앞 맥도널드에서 점심 이층에 넓은 공간과 화장실이 있네요
,5,깨끗하고 좋았습니다 전에도 그랬는데 변함이 없네요
,5,햄버거 세트 먹었는데 그럭저럭 있을만한 곳입니다
,5,"화장실 냄새가 아주 안좋고, 부모님 관리가 전혀 안되는 아이들이 난리쳐서 매장 분위기가 안 좋긴 했지만 이건 어쩔 수 없는 문제죠"
,5,음식 자체는 먹을만 했고 테이블 서비스를 제공하는 점원들의 태도도 좋았습니다.
,3,신 메뉴 콜라에 체리액상이 들어가요 향은 좋아요 너무 달아 싥어요 감자튀김 타 지점보다 맛이 없어요 개선 부탁드립니다
,3,점심시간에는 사람 많아요
,3,음식은괜찮은데 매장에서 묘하게 구제옷?냄새같은게 남.
,3,묘한 소독약스멜..
,3,먹다보면 안나요
롯데백화점본점,5,"평일인데도 사람이 많은데 새로 공사한 건지 복도가 넓어서 괜찮았어욥 남자친구 옷 쇼핑하러 왔는데 남자 옷 다양하게 많아서 좋았구, 매장도 깔끔하고 직원 응대도 친절해서 편하게 쇼핑 했습니답 !"
롯데백화점본점,5,특히 명품 남자 패션 매장만 따로 있는 거 굿굿 👍 중간중간 미술품 걸려있어서 볼거리도 많은 것 같아요~ 편안하게 쇼핑할 수 있는 분위기에용 ㅎ 워낙 넓어서 브랜드 여러 개 보고 싶은 분들 가면 좋을 것 같습니닷 !!
,5,주차장 출입구가 초행길인 사람에겐 불편한 점
,5,지하주차장에서 지하1층까지 계단이라는 점 빼고 만족
,5,특히 입구에서 보여지는 멋은 압도될만함
,5,멋짐 그 자체!!
,5,12월에는 볼거리가 많아서 좋습니다
,5,"백화점, 호텔, 면세점이 같은 곳에 있어 쇼핑하기 좋네요"
,5,미디어아트도 예뻐요~~
,4,"면세점에서 잘못 구매한 제품이 있어 동일 브랜드 화장품 매장이 많지 않은 관계로 방문함 인근에 명동, 남대문시장, 신세계백화점이 위치하고 있으며 웨스틴조선, 알포인트 등 다양한 호텔이 있어 쇼핑하기 편리함 시청과도 멀지 않은 곳에 있음 토요일 저녁 방문이었는데 늦은시각이라 그런지 주차장, 백화점 내부도 한산해서 좋았음"
,4,ㆍ명동에 있는 백화점으로 외국인들로 매우 혼잡합니다
,4,"ㆍ하지만, 나름대로 쾌적한 면도 있고, 쇼핑 것도 많습니다"
,4,"ㆍ지하1층 푸트코트 가격은 비싸지만, 음식은 대체로 맛있습니다."
,5,"우리나라 명실공히 최고의 대표적인 백화점중 하나로 영프라자, 애비뉴, 롯데백화점 본점 등 세개의 건물이 연결되어 백화점 군을 이룸"
,5,"그리고,롯데백화점 군과 롯데호텔이 붙어 있어 상호 시너지 효과를 제대로 누리고 있는 곳."
,5,백화점 내부를 가보지는 못했지만 신세계 본점을 방문하다가 우연히 멈추어서 카메라를 꺼내어서 촬영한곳
,5,진짜 외국의 성탄절 백화점 분위기가 물씬 나는 곳.
,4,분지로에 다녀왔어요
,4,돈가스도 부드럽고 우동면이 탱글하니 맛났답니다
,4,점심에 돈가스와 우동메뉴로 어떠세요:)?
,4,20년만에 명동구경..했네요 같은 서울이지만 잘 안나오게되더라는..
,5,이번겨울엔 롯데도 이쁘게 꾸몄네요
,4,크리스마스 등 시즌에 맞는 인테리어가 좋았어요.
유림면,3,비빔메밀면 주문했습니다 적당히 먹을만하고 양많고 배불러요
유림면,3,같이 먹는 국물 짭쪼름하니 맑은 곰탕같은게 너무맛있었어요
유림면,3,면은 살짝 불었어요
유림면,3,다대기 부족했구 음식나오는데 5분정도 걸렸어요
유림면,3,한번쯤 먹어볼만한것같습니다
,3,[빠른결론] : 대기 줄을 서서 먹을만큼 맛과 가격인지는 모르겠다 진짜 딱 한 번 방문 해본걸로 만족하는집 요약: 시청 국수집
,3,"(판모밀, 비빔메밀, 비빔면, 냄비우동) 점심시간 대기줄이 굉장히 길다 음식이 빨리 나와서 회전율이 괜찮아서 그런지 대기 줄은 빨리 빠지는 편이다 메밀국수(판모밀)는 깔끔한 편이다 두 판 나와서 다먹으면 생각보다 꽤 배부르다 가격은 10,000 이다 (전메뉴 10,000 이상) 반찬은 단무지만 나온다 (하얗고 투박한 크키의 단무지) 참고로 식당 내부 사진촬영은 금지라고 한다 미쉐린 식당이라고 하는데 사실 그 정도인지는 모르겠다"
,4,근처 직장생활 & 주거생활하는 자로서 아주 자주 찾는 국숫집 근데!!!
,4,비빔메밀을 진짜 죠아하는데 돼지고기 풀레이크 맞나요
,4,뭔가 구술 모양이고 인공 느낌
,4,원래 초반엔 분명 안그랬음
,4,먹을 때마다 라면 먹는 기분이 나요 아니면 답글 달아주시면 해당 내용은 지울게요 그렇다해도 전 자주 가는 곳입니다 단무지 맛집임 ㅠㅠㅠ 단무지 따로 사오고 싶음 예전 사진 찾아보니 난 넘 비빔 메밀만 먹네요 ㅋㅋㅋ
,4,Wishlist 에 넣어놨다가 서울시립미술관가는길에 들렀습니다
,4,서울시립미술관은 재벌집막내아들드라마에 계속 나오길레 ~~~ 가봤구요
,4,메밀온면 먹었는데 첫맛은 가락국수 국물에 메밀면 들어있는 딱그런 맛이였습니다
,4,먹다보니 메밀면 향도 너무 좋고 국물도 감칠맛이 계속 올라와서 한그릇 뚝딱했네요
,4,찻 젖가락에 이집이 맛집이구나를 알수는 없는데 먹다보면 왜 맛집인지 알수있습니다
,4,이집은 사이드로 단무지 하나 주는데 단무지 퀄리티가 좋습니다
,4,날 풀리면 다음번엔 그냥 메밀국수 먹어보러 재방문예정입니다.
,3,노포로 역사가 깊지만 모든면이 맛있지는 않아요 일반적인 메일국수를 추천드리구요 비빔이나 우동은 그 다음 순서로..
,3,기본을 강추 드립니다.
,3,비빔메밀 양념장이 은근히 자꾸 생각나는 매콤달콤한 맛이에요
,3,가기 전에 사진 보고 면이랑 양념장만 있어서 되게 심심하겠구나 싶었는데 양념장 안에 은근히 이것저것 숨어 있더라구요
,3,"무가 씹는맛을 더하고, 간이 잘 베어든 고기가 보이면 건빵 속 별사탕 발견한 기분으로 맛있게 먹을 수 있어요"
,3,근처에 방문하면 또 갈것같아요
,5,오늘은 면이 땡기는 날 시내에 일이 있어서 나갔다가 오랜만에 갔어요 돌냄비는 우동입니다 우동면어 오뎅과 새우 은행 대추등 다양한 고명이 들었네요 입천장 조심해서 드세요 추운날 따듯하게 한그릇 먹기 좋아요 😀
,5,초등학교 입학 전부터 아빠 손잡고 가서 먹던 냄비국수
,5,그래서 그런지 그냥 냄비우동의 기준이 되어버렸다
,5,성인이 된 지금은 날이 쌀쌀해지거나 술 많이 마신 다음날 속을 따뜻하게 또는 확 풀어주는 고마운 맛.
,4,시청역 11번출구와 12번출구 사이에 있는 메밀면집
,4,"메뉴는 단 4개(메밀면, 비빔메밀면 등)뿐이고 보통 메밀면 아니면 비빔이다"
,4,미슐랭가이드에 3년 연속 소개된 맛집으로 대기가 길고 별도 대기장소가 없어 실외에서 대기해야 하지만 선불주문방식이고 서빙과 회전이 빠르다
,4,광화문 미진과 견주어 조금 더 진한 맛을 내는 쯔유장이 특징
,4,맛있고 깔끔하며 합리적인 대신 '화룡점정의 그 무엇'까지는 없었던..
,4,뜻밖의 크고 뭉툭하며 싱거운 단무지와 겨울철 내주는 국물이 오히려 이집만의 트레이드마크!
,4,맛집이라고 해서 가긴 했는데 개인적으로는 특별히 맛있다고 못 느꼈음 남자 네명 갔는데 메뉴 6개 주문했음 여성분들께는 푸짐한 양인지는 모르겠지만 면요리라 그런지 배부른 느낌은 크게 없었음 호기심에 먹어볼만 하지만 자주갈 곳은 아닌듯 하고 계산은 선불임
,4,여름날 점심으로 먹기 딱 좋은 국수집🍜 미슐랭으로 선정된 곳이어서 완전 기대하고 갔는데
,4,"정말 맛있었어요 :) 가격도 좋고~ 맛도 좋고~ 회전율을 위해, 선불로 계산 + 음식이 빨리 나와요"
,4,저는 전체적으로 만족했어요
,4,️
,4,냄비우동 테이블에 비치된 고춧가루를 적당히 뿌려서 쌀쌀한 날 먹으면 등이 펴집니다
,4,비빔메밀도 먹어 보고 싶었는데 그것은 다음에..
,4,시청역 근처의 오래된 메밀 음식점
,4,상권 덕분인지 점심 시간에는 늘 직장인들로 줄을 선다
,4,회전이 빠른 편이라 조금 기다리다보면 금방 자리가 생기는 곳
,4,"전체적인 가격은 10,000원 언저리로 형성되어 있는데, 메밀국수 한 그릇에 10,000원이냐고 생각할 수도 있지만 요즘 물가와 시청 시세를 생각하면 가격은 나쁘지 않은 것 같기도 하다"
,4,메밀 맛은 삼삼하니 괜찮고 양념이나 다른 간은 조금 센 편이다
,4,"메밀을 쉐어할 경우 메밀간장을 1,000원에 하나 더 구매할 수 있다"
,4,이날은 이상하게 메밀간장에서 멸치 맛같은 비린내가 났다
,4,비빔메밀에서는 고기가 씹혔으니 고기를 안 드시는 분은 참고할 필요가 있음.
,4,시청역 근처의 오래된 메밀 음식점
,4,상권 덕분인지 점심 시간에는 늘 직장인들로 줄을 선다
,4,회전이 빠른 편이라 조금 기다리다보면 금방 자리가 생기는 곳
,4,"전체적인 가격은 10,000원 언저리로 형성되어 있는데, 메밀국수 한 그릇에 10,000원이냐고 생각할 수도 있지만 요즘 물가와 시청 시세를 생각하면 가격은 나쁘지 않은 것 같기도 하다"
,4,메밀 맛은 삼삼하니 괜찮고 양념이나 다른 간은 조금 센 편이다
,4,"메밀을 쉐어할 경우 메밀간장을 1,000원에 하나 더 구매할 수 있다"
,4,이날은 이상하게 메밀간장에서 멸치 맛같은 비린내가 났다
,4,비빔메밀에서는 고기가 씹혔으니 고기를 안 드시는 분은 참고할 필요가 있음.
서울시립미술관,3,구슬을 주제로한 전시회였는데.
서울시립미술관,3,방학이라 그런지 사람들이 많았음
서울시립미술관,3,줄이 꽤 길었다
서울시립미술관,3,1층전시로 금방 둘러보고 나올 수 있었다
서울시립미술관,3,도심 한 가운데라 대중교통을 이용하는편이 좋다.
,4,돌담길끼고 선선히 걷다보면 나오는 서울시립미술관
,4,미술관 지하에 본인의 짐을 둘 수 있눈 락커도 구비되어 있고 관람하기 편하게 잘 되어있다
,4,도시에 시민을 위한 문화공간이 조성되어 있는 건 정말 중요하다고 생각한다
,4,재방문 의사) 높음.
,5,"유명한 장 미셸 오토니엘 전시 보고왔는데, 무려 무료전시였습니다"
,5,물론 밖에 있는 설치물 덕수궁 입장료 (각 한명 2000원) 있습니다
,5,너무 좋았습니다
,5,매년 천경자 전시도 하고 있네요 (참고로 천경자 전시실은 사진촬영이 안되네요) 예전에 갔었는데(10년 전) 그림이 조금 더 추가 된 것 같습니다
,5,"난지스튜디오 작가분들이랑 가나작가들이 2,3층에 전시 하고 있었습니다."
